"﻿""Country Name""",Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.60404910825644,5.9949469947787,4.69184275899831,7.89045420262462,5.56371560478508,6.22587443766796,6.65291738359955,7.4955962262493,6.48445346277515,6.3987133165299,5.601566676004,6.00723288128889,7.19776583908352,7.61266772119213,6.9025707976099,5.82405179865594,9.17538829640174,9.61589241271337,8.60838993811478,6.5109154667574,5.06197268111518,6.92104948030999,9.09049307859513,9.15152068682072,7.5898953117888,11.7360980207352,8.16197754429543,7.87320581340031,9.53161297293404,13.0584089085641,10.3595365925264,7.67504334832217,6.5981874720374,6.90935153370832,7.52994872591672,9.68041025959015,10.4285967560139,10.5608501019262,10.4155819610919,9.82717451494235,10.9863752325576,11.5790080825317,28.3825969991682,25.9309429264224,23.8476194239892,23.2458767338576,23.0266946038115,22.6627503115066,22.0609003826242,19.5609850560818,18.9338234053709,18.4492091453155,16.2378594620246,14.6171733884386,14.4054785893756,10.7056520504538,12.5270951690009,11.3202833596733,14.4366857499034,17.9248783778462,16.6054144372484,17.9965879441795,16.2995616770379,,
United States,USA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,5.56310752881526,5.40524531055501,5.53846033570217,6.6837802797297,8.19612190445127,8.23227910907684,7.9808926173207,7.6542900319239,7.947060702101,8.75903435156488,9.82645547013324,9.51777666702733,8.46973298853486,7.62226481946529,7.48907832424752,6.98807253964585,7.00925467575881,7.49591933621889,8.49052351999585,8.93879019707245,9.25473206751338,9.66090512231881,9.70891490564814,9.54718039168286,9.89314741556332,10.639223880261,10.7466355642836,11.1197545265553,10.5152611335588,10.309334558667,10.6927769053241,9.70344749898923,9.131381513844,9.03565868264667,9.62875008142275,9.98205473154167,10.641386468295,11.4637901622698,12.4258473646734,10.9322206193664,12.3413608086534,13.5634671535102,13.6440493967794,13.5836612014366,13.5524377198989,12.4718192531032,11.957982056879,12.2617381180006,12.3609892157496,11.8724701148898,10.2092290966942,10.9372901090246,11.7731183936917,,
